place,department,kind,name,type,site,country,id,email,bu
Phòng 71.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0142,hung.thai@siamcitycement.com,vn
Phòng Giám Đốc.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0147,hung.thai@siamcitycement.com,vn
Phòng 66,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0155,hung.thai@siamcitycement.com,vn
Socket hành lang ngoài.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0167,hung.thai@siamcitycement.com,vn
Socket hành lang trong.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0171,hung.thai@siamcitycement.com,vn
Phòng ECOcycle ( Phòng 33 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0184,hung.thai@siamcitycement.com,vn
Nhà tắm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0010,hung.thai@siamcitycement.com,vn
Phòng bảo vệ ( cổng chính ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0045,hung.thai@siamcitycement.com,vn
Phòng Plan ( X - Ray ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0004,hung.thai@siamcitycement.com,vn
Phòng Mr Tín ( phòng 18 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0047,hung.thai@siamcitycement.com,vn
Phòng phân tích lý ( phòng 19 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0056,hung.thai@siamcitycement.com,vn
Phòng QA Manager,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0058,hung.thai@siamcitycement.com,vn
Phòng Automation,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0072,hung.thai@siamcitycement.com,vn
Miếu cầu an,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0099,hung.thai@siamcitycement.com,vn
Kho gạch ( khu hàn căt Workshop ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0101,hung.thai@siamcitycement.com,vn
Container kho gạch,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0110,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0016,hung.thai@siamcitycement.com,vn
Phòng bôi trơn,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0048,hung.thai@siamcitycement.com,vn
Kho nhớt bôi trơn,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0050,hung.thai@siamcitycement.com,vn
Phòng nhân viên trực kho,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0063,hung.thai@siamcitycement.com,vn
Phòng nhân viên trực kho,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0067,hung.thai@siamcitycement.com,vn
Phòng Toalet EVE trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0084,hung.thai@siamcitycement.com,vn
Phòng thực hành EVE trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0095,hung.thai@siamcitycement.com,vn
Phòng thợ mộc,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0112,hung.thai@siamcitycement.com,vn
Kho thiết bị,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0024,hung.thai@siamcitycement.com,vn
Phòng vá vỏ xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0034,hung.thai@siamcitycement.com,vn
Phòng họp nhóm khai thác ( Lầu 1 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0047,hung.thai@siamcitycement.com,vn
Phòng học vi tính (Phòng 50),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0042,hung.thai@siamcitycement.com,vn
Phòng học vi tính (Phòng 50),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0046,hung.thai@siamcitycement.com,vn
Phòng IT,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0064,hung.thai@siamcitycement.com,vn
Phòng ECOcycle.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0070,hung.thai@siamcitycement.com,vn
Phòng ECOcycle.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0071,hung.thai@siamcitycement.com,vn
Phòng tiếp tân.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0134,hung.thai@siamcitycement.com,vn
Phòng 66,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0152,hung.thai@siamcitycement.com,vn
Socket hành lang ngoài.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0161,hung.thai@siamcitycement.com,vn
Phòng y tế,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0008,hung.thai@siamcitycement.com,vn
Canteen,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0016,hung.thai@siamcitycement.com,vn
Phòng X - Ray,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0002,hung.thai@siamcitycement.com,vn
Phòng X - Ray,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0003,hung.thai@siamcitycement.com,vn
Phòng phân tích hóa,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0017,hung.thai@siamcitycement.com,vn
Phòng phân tích hóa,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0020,hung.thai@siamcitycement.com,vn
Phòng phân tích than,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0029,hung.thai@siamcitycement.com,vn
Phòng uống nước ( phòng 11 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0031,hung.thai@siamcitycement.com,vn
Phòng uống nước ( phòng 11 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0032,hung.thai@siamcitycement.com,vn
Phòng phân tích lý ( phòng 19 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0050,hung.thai@siamcitycement.com,vn
Phòng phân tích lý ( phòng 19 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0054,hung.thai@siamcitycement.com,vn
Phòng Production Manager,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0069,hung.thai@siamcitycement.com,vn
Phòng Automation,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0076,hung.thai@siamcitycement.com,vn
Phòng trưởng ca vận hành,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0087,hung.thai@siamcitycement.com,vn
Kho gạch ( khu thiết bị sản xuất ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0109,hung.thai@siamcitycement.com,vn
Phòng sửa chữa điện ( Work shop ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0001,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,3 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0018,hung.thai@siamcitycement.com,vn
Kho nhớt bôi trơn,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0051,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Cơ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0058,hung.thai@siamcitycement.com,vn
Phòng tạp vụ nhả vệ sinh,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0061,hung.thai@siamcitycement.com,vn
Phòng nhân viên trực kho,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0062,hung.thai@siamcitycement.com,vn
Phóng giáo viên EVE trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0088,hung.thai@siamcitycement.com,vn
Phòng vá vỏ xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0032,hung.thai@siamcitycement.com,vn
Phòng điện thoại (phòng 65),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0002,hung.thai@siamcitycement.com,vn
Phòng môi trường (phòng 60),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0021,hung.thai@siamcitycement.com,vn
Phòng học tiếng anh (Phòng 51),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0038,hung.thai@siamcitycement.com,vn
Phòng dự án.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0054,hung.thai@siamcitycement.com,vn
Phòng dự án.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0057,hung.thai@siamcitycement.com,vn
Phòng IT,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0059,hung.thai@siamcitycement.com,vn
Phòng IT,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0062,hung.thai@siamcitycement.com,vn
Phòng Maintenance Manager,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0081,hung.thai@siamcitycement.com,vn
Phòng Electrical Maintenance.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0092,hung.thai@siamcitycement.com,vn
Phòng số 10,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0118,hung.thai@siamcitycement.com,vn
Phòng ECOcycle ( Phòng 33 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0179,hung.thai@siamcitycement.com,vn
Phòng kho,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0186,hung.thai@siamcitycement.com,vn
Phòng y tế,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0004,hung.thai@siamcitycement.com,vn
Canteen,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0014,hung.thai@siamcitycement.com,vn
Nhà nấu ăn ( nhà bếp ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0039,hung.thai@siamcitycement.com,vn
Phòng ăn VIP,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0043,hung.thai@siamcitycement.com,vn
Phòng phân tích hóa,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0019,hung.thai@siamcitycement.com,vn
Phòng phân tích lý ( phòng 19 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0053,hung.thai@siamcitycement.com,vn
Phòng Automation,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0075,hung.thai@siamcitycement.com,vn
Toalet nam ( Lầu 1 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0084,hung.thai@siamcitycement.com,vn
Phòng vận hành CCR,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0088,hung.thai@siamcitycement.com,vn
Phòng Modul,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0093,hung.thai@siamcitycement.com,vn
Kho gạch ( khu hàn căt Workshop ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0102,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0026,hung.thai@siamcitycement.com,vn
Phòng cơ sở hạ tầng,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0045,hung.thai@siamcitycement.com,vn
Khu vực kho lớn ( Cơ khí ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0075,hung.thai@siamcitycement.com,vn
Phóng giáo viên EVE trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0085,hung.thai@siamcitycement.com,vn
Phòng học lý thuyết EVE trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0090,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Điện,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0104,hung.thai@siamcitycement.com,vn
Phòng họp nhóm bảo trì xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0001,hung.thai@siamcitycement.com,vn
Work shop sửa xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0013,hung.thai@siamcitycement.com,vn
Phòng vá vỏ xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0031,hung.thai@siamcitycement.com,vn
Phòng họp nhóm khai thác ( Lầu 1 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0048,hung.thai@siamcitycement.com,vn
Phòng An toàn (phòng 63),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0004,hung.thai@siamcitycement.com,vn
Phòng kế toán (phòng 62),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0012,hung.thai@siamcitycement.com,vn
Phòng đào tạo.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0067,hung.thai@siamcitycement.com,vn
Phòng Maintenance Manager,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0080,hung.thai@siamcitycement.com,vn
Phòng số 10,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0122,hung.thai@siamcitycement.com,vn
Phòng số 11,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0123,hung.thai@siamcitycement.com,vn
Phòng uống nước gần tiếp tân.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0130,hung.thai@siamcitycement.com,vn
Phòng tiếp tân.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0135,hung.thai@siamcitycement.com,vn
Phòng 67.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0160,hung.thai@siamcitycement.com,vn
Socket hành lang ngoài.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0164,hung.thai@siamcitycement.com,vn
Socket hành lang trong.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0172,hung.thai@siamcitycement.com,vn
Phòng tài xế,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0175,hung.thai@siamcitycement.com,vn
Phòng tài xế,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0176,hung.thai@siamcitycement.com,vn
Phòng ECOcycle ( Phòng 33 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0180,hung.thai@siamcitycement.com,vn
Phòng kho,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0187,hung.thai@siamcitycement.com,vn
Canteen,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0012,hung.thai@siamcitycement.com,vn
Nhà nấu ăn ( nhà bếp ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0033,hung.thai@siamcitycement.com,vn
Nhà nấu ăn ( nhà bếp ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0034,hung.thai@siamcitycement.com,vn
Phòng phân tích hóa,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0016,hung.thai@siamcitycement.com,vn
Phòng toalet nữ ( phòng 12 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0040,hung.thai@siamcitycement.com,vn
Kho gạch ( khu hàn căt Workshop ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0103,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0024,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Cơ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0040,hung.thai@siamcitycement.com,vn
Phòng ( Kho manager ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0071,hung.thai@siamcitycement.com,vn
Phóng giáo viên EVE trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0087,hung.thai@siamcitycement.com,vn
Phòng thực hành EVE trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0094,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Điện,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0102,hung.thai@siamcitycement.com,vn
Phòng thợ mộc,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0111,hung.thai@siamcitycement.com,vn
Phòng WS Superintendent,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0019,hung.thai@siamcitycement.com,vn
Kho thiết bị,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0023,hung.thai@siamcitycement.com,vn
Phòng họp bảo trỉ cối,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0027,hung.thai@siamcitycement.com,vn
Phòng dụng cụ sửa chữa,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0045,hung.thai@siamcitycement.com,vn
Phòng kế toán (phòng 62),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0013,hung.thai@siamcitycement.com,vn
Socket trước cửa phòng dự án,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0065,hung.thai@siamcitycement.com,vn
Phòng số 22,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0094,hung.thai@siamcitycement.com,vn
Phòng Công Nghệ.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0101,hung.thai@siamcitycement.com,vn
Phòng Cung Ứng.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0112,hung.thai@siamcitycement.com,vn
Phòng số 10,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0116,hung.thai@siamcitycement.com,vn
Phòng số 11,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0126,hung.thai@siamcitycement.com,vn
Phòng 71.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0140,hung.thai@siamcitycement.com,vn
Phòng 71.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0141,hung.thai@siamcitycement.com,vn
Socket hành lang trong.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0170,hung.thai@siamcitycement.com,vn
Canteen,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0015,hung.thai@siamcitycement.com,vn
Canteen,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0025,hung.thai@siamcitycement.com,vn
Phòng bảo vệ ( cổng chính ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0046,hung.thai@siamcitycement.com,vn
Phòng chuẩn bị mẩu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0011,hung.thai@siamcitycement.com,vn
Hành lang phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0035,hung.thai@siamcitycement.com,vn
Phòng Mr Hải ( phòng 17 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0042,hung.thai@siamcitycement.com,vn
Phòng Mr Tín ( phòng 18 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0045,hung.thai@siamcitycement.com,vn
Phòng phân tích lý ( phòng 19 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0049,hung.thai@siamcitycement.com,vn
Kho đựng mẩu ( phòng 20 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0057,hung.thai@siamcitycement.com,vn
Phòng công nghệ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0062,hung.thai@siamcitycement.com,vn
Phòng Automation,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0073,hung.thai@siamcitycement.com,vn
Hành lang trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0097,hung.thai@siamcitycement.com,vn
Kho gạch ( khu thiết bị sản xuất ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0106,hung.thai@siamcitycement.com,vn
Container giao ca sản xuất,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0112,hung.thai@siamcitycement.com,vn
Toilet nam khu sản xuất,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0117,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0012,hung.thai@siamcitycement.com,vn
Phòng tạp vụ nhả vệ sinh,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0060,hung.thai@siamcitycement.com,vn
Khu vực kho lớn ( Cơ khí ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0079,hung.thai@siamcitycement.com,vn
Phòng thực hành EVE trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0096,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Điện,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0101,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Điện,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0103,hung.thai@siamcitycement.com,vn
Phòng nhân viên trực kho,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0116,hung.thai@siamcitycement.com,vn
Phòng vá vỏ xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0033,hung.thai@siamcitycement.com,vn
Kho chứa nhiên liệu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0040,hung.thai@siamcitycement.com,vn
Phòng dụng cụ sửa chữa,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0042,hung.thai@siamcitycement.com,vn
Phòng dụng cụ sửa chữa,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0043,hung.thai@siamcitycement.com,vn
Phòng An toàn (phòng 63),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0007,hung.thai@siamcitycement.com,vn
Phòng Maintenance Manager,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0082,hung.thai@siamcitycement.com,vn
Phòng số 10,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0119,hung.thai@siamcitycement.com,vn
Phòng ECOcycle ( Phòng 33 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0182,hung.thai@siamcitycement.com,vn
Phòng ECOcycle ( Phòng 33 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0183,hung.thai@siamcitycement.com,vn
Phòng y tế,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0005,hung.thai@siamcitycement.com,vn
Phòng X - Ray,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0001,hung.thai@siamcitycement.com,vn
Phòng phân tích than,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0023,hung.thai@siamcitycement.com,vn
Phòng Mr Hải ( phòng 17 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0043,hung.thai@siamcitycement.com,vn
Phòng Mr Tín ( phòng 18 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0048,hung.thai@siamcitycement.com,vn
Phòng phân tích lý ( phòng 19 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0055,hung.thai@siamcitycement.com,vn
Phòng công nghệ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0061,hung.thai@siamcitycement.com,vn
Toilet nữ khu sản xuất,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0116,hung.thai@siamcitycement.com,vn
Phòng sửa chữa điện ( Work shop ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0004,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0014,hung.thai@siamcitycement.com,vn
Phòng cơ sở hạ tầng,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0044,hung.thai@siamcitycement.com,vn
Khu vực kho lớn ( Cơ khí ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0074,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Điện,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0100,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Điện,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0107,hung.thai@siamcitycement.com,vn
Phòng nhân viên trực kho,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0115,hung.thai@siamcitycement.com,vn
Phòng họp nhóm bảo trì xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0002,hung.thai@siamcitycement.com,vn
Phòng họp nhóm khai thác ( Lầu 1 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0046,hung.thai@siamcitycement.com,vn
Phòng An toàn (phòng 63),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0005,hung.thai@siamcitycement.com,vn
Phòng môi trường (phòng 60),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0022,hung.thai@siamcitycement.com,vn
Phòng học tiếng anh (Phòng 51),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0040,hung.thai@siamcitycement.com,vn
Phòng dự án.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0055,hung.thai@siamcitycement.com,vn
Phòng IT,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0058,hung.thai@siamcitycement.com,vn
Phòng kế hoạch (Plan),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0089,hung.thai@siamcitycement.com,vn
Phòng Công Nghệ.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0102,hung.thai@siamcitycement.com,vn
Phòng Công Nghệ.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0105,hung.thai@siamcitycement.com,vn
Phòng 71.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0139,hung.thai@siamcitycement.com,vn
Socket hành lang ngoài.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0169,hung.thai@siamcitycement.com,vn
Socket hành lang trong.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0173,hung.thai@siamcitycement.com,vn
Nhà tắm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0011,hung.thai@siamcitycement.com,vn
Phòng Automation,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0071,hung.thai@siamcitycement.com,vn
Phòng sửa chữa điện ( Work shop ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0003,hung.thai@siamcitycement.com,vn
Phòng thực hành EVE trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0092,hung.thai@siamcitycement.com,vn
